source,year_level,trade,month,topic,question_no,question_text,question_image,option_a,option_b,option_c,option_d,correct_option,answer_text
practical,I,Instrument Mechanic,2026-04,Measure and test the voltages of the given cells/battery using  analog / digital multi-meter.,1309,Which of the following is true regarding an analog multimeter when testing a battery?,,It does not require a battery to operate.,It uses a needle to show the value.,It is more accurate than a digital multimeter.,It cannot measure DC voltage.,B,
practical,I,Instrument Mechanic,2026-04,"Dismantle and identify the different parts of a relay,",1310,What is the function of the yoke in a relay?,,Acts as a contact,Provides a path for magnetic flux and acts as a frame,Acts as a spring,Connects the input signal,B,
practical,I,Instrument Mechanic,2026-04,"Dismantle and identify the different parts of a relay,",1311,What is the function of the iron core inside the coil?,,To hold the coil in place,To enhance the magnetic effect,To make the relay heavier,To move the contacts directly,B,
practical,I,Instrument Mechanic,2026-04,"Dismantle and identify the different parts of a relay,",1312,What is the main component of a relay used to create a magnetic field?,,Contacts,Coil,Diode,Capacitor,B,
practical,I,Instrument Mechanic,2026-04,"Dismantle and identify the different parts of a relay,",1313,Which part of the relay is a movable lever that gets attracted to the core?,,Yoke,Spring,Armature,Terminals,C,
practical,I,Instrument Mechanic,2026-04,Connect a timer relay in a circuit and test for its working,1314,"When testing a timer relay, a multimeter reading of 'OL' (Open Loop/Infinity) across the coil terminals indicates:",,A perfectly functioning coil,A short-circuited coil,A burnt or broken coil (Open circuit),Low supply voltage,C,
practical,I,Instrument Mechanic,2026-04,Connect a timer relay in a circuit and test for its working,1315,"To turn a motor ON 10 seconds after a switch is closed, which relay type is required?",,Off-delay,On-delay,Latching relay,Instantaneous relay,B,
practical,I,Instrument Mechanic,2026-04,Connect a timer relay in a circuit and test for its working,1316,What is the correct procedure to test the time delay of a relay?,,Measure continuity across COM and NC when powered.,Apply rated voltage and use a timer to measure contact state change.,Measure the voltage across the coil.,Check the resistance of the NC contact only.,B,
practical,I,Instrument Mechanic,2026-04,Connect a timer relay in a circuit and test for its working,1317,"When the timer relay is not energized, which pair of contacts should show continuity?",,Common and NO,Coil and NC,Common and NC,None of the above,C,
practical,I,Instrument Mechanic,2026-04,Connect a contactor in a circuit and test for its working.,1318,"When testing a ""Normally Open"" (NO) main contact with a multimeter (de-energized), what reading should you expect?",,0 Ohms,Very low resistance,OL (Open Loop/Infinity),100 Ohms,C,
practical,I,Instrument Mechanic,2026-04,Connect a contactor in a circuit and test for its working.,1319,"During troubleshooting, if a contactor coil measures an ""Open Loop"" (OL) on a multimeter, what does this indicate?",,The coil is healthy.,The coil is burnt out or damaged.,The contacts are welded.,The power supply is low.,B,
practical,I,Instrument Mechanic,2026-04,Connect a contactor in a circuit and test for its working.,1320,What is the purpose of connecting an auxiliary NO contact in parallel with the Start button (latching circuit)?,,To increase the load voltage.,To protect the motor from overloading.,To allow the contactor to remain energized after the start button is relea sed.,To reduce contactor noise.,C,
practical,I,Instrument Mechanic,2026-04,Connect a contactor in a circuit and test for its working.,1321,"When using a multimeter to check the continuity of main contacts, if the reading is ""0 Ohms"" while the contactor is energized, what does this mean?",,The contacts are functioning correctly.,The contactor is damaged.,The coil is not receiving power.,The contactor is stuck in the open position.,A,
practical,I,Instrument Mechanic,2026-04,Connect a contactor in a circuit and test for its working.,1322,What does a loud humming sound from the contactor usually indicate?,,Good operation.,The coil is receiving too much voltage.,Dust/rust on the magnet surface or low voltage supply.,The load is too low.,C,
practical,I,Instrument Mechanic,2026-04,Construct and test series and parallel resonance circuit,1323,What happens to the current in a series RLC circuit if frequency is increased above resonance?,,It remains maximum,It increases,It decreases and the circuit becomes inductive,It decreases and the circuit becomes capacitive,C,
practical,I,Instrument Mechanic,2026-04,Construct and test series and parallel resonance circuit,1324,"At resonance in a parallel LC circuit, the total current is:",,Maximum,Minimum,Zero,Equal to inductor current,B,
practical,I,Instrument Mechanic,2026-04,Construct and test series and parallel resonance circuit,1325,"At parallel resonance, the impedance is:",,Minimum,Maximum,Zero,Purely capacitive,B,
practical,I,Instrument Mechanic,2026-04,Construct and test series and parallel resonance circuit,1326,"If the resistor R is increased in a parallel resonant circuit, the bandwidth:",,Increases,Decreases,Remains same,Becomes zero,B,
practical,I,Instrument Mechanic,2026-04,Construct and test series and parallel resonance circuit,1327,A circuit that acts as a band-stop filter is the:,,Series resonant circuit,Parallel resonant circuit,Resistor-only circuit,DC circuit,B,
practical,I,Instrument Mechanic,2026-04,Make a panel board using different types of switches for a given application.,1328,"Which device is used to automatically break a circuit during overload, acting as a safety switch on a panel board?",,Toggle switch,MCB (Miniature Circuit Breaker),DIP switch,Selector switch,B,
practical,I,Instrument Mechanic,2026-04,Make a panel board using different types of switches for a given application.,1329,What is the correct term for a panel board switch that has one input and can switch between two separate output circuits?,,SPST (Single Pole Single Throw),SPDT (Single Pole Double Throw),DPST (Double Pole Single Throw),DPDT (Double Pole Double Throw),B,
practical,I,Instrument Mechanic,2026-04,Make a panel board using different types of switches for a given application.,1330,"Which type of switch is typically used for a momentary ""ON"" or ""OFF"" action, often used in industrial control panels?",,Rocker Switch,Toggle Switch,Push Button Switch,Slide Switch,C,
practical,I,Instrument Mechanic,2026-04,Make a panel board using different types of switches for a given application.,1331,Which switch is commonly used in industrial panels to switch multiple circuits (three-phase) simultaneously?,,SPST,SPDT,3PST (3 Pole Single Throw),Push Button,C,
practical,I,Instrument Mechanic,2026-04,Make a panel board using different types of switches for a given application.,1332,"To connect a fan regulator in a control panel, which component is used?",,Toggle switch,Fan Regulator Switch,Push Button,Changeover switch,B,
practical,I,Instrument Mechanic,2026-04,"Practice cutting,threading of different sizes & laying Installations.",1333,What is the standard length of G.I. pipes?,,3 meters,4 meters,6 meters,8 meters,C,
practical,I,Instrument Mechanic,2026-04,"Practice cutting,threading of different sizes & laying Installations.",1334,Which fitting is used to connect two pipes of different diameters?,,Elbow,Union,Reducer,Cap,C,
practical,I,Instrument Mechanic,2026-04,"Practice cutting,threading of different sizes & laying Installations.",1335,What is the purpose of using cutting oil during pipe threading?,,"To increase 
friction","To cool the die 
and lubricate",To make the pipe shiny,To prevent paint application,B,
practical,I,Instrument Mechanic,2026-04,"Practice cutting,threading of different sizes & laying Installations.",1336,What is the standard angle of a taper pipe thread?,,30°,45°,60°,1.5° (or 1 in 16 taper),D,
practical,I,Instrument Mechanic,2026-04,"Practice cutting,threading of different sizes & laying Installations.",1337,Which tool is used for tightening pipes in a plumbing layout?,,Adjustable Wrench,Pipe Wrench,Pliers,Hacksaw,B,
practical,I,Instrument Mechanic,2026-04,"Draw layouts and practice in PVC Casing-capping,Conduit wiring with minimum to a greater number of  points of minimum 15 mtrs. length.",1338,What is the standard height of a switchboard from the floor?,,1.0 M,1.2 M,1.5 M,2.0 M,C,
practical,I,Instrument Mechanic,2026-04,"Draw layouts and practice in PVC Casing-capping,Conduit wiring with minimum to a greater number of  points of minimum 15 mtrs. length.",1339,Casing and Capping wiring is best suited for?,,Outdoor installations,Industrial high-voltage,Residential buildings,Damp areas,C,
practical,I,Instrument Mechanic,2026-04,"Draw layouts and practice in PVC Casing-capping,Conduit wiring with minimum to a greater number of  points of minimum 15 mtrs. length.",1340,How is the capping (cover) attached to the casing?,,Screwed,Nailed,Slid/Snapped in,Glued,C,
practical,I,Instrument Mechanic,2026-04,"Draw layouts and practice in PVC Casing-capping,Conduit wiring with minimum to a greater number of  points of minimum 15 mtrs. length.",1341,Which of the following is a disadvantage of Casing-Capping?,,Low cost,Poor fire resistance,Difficult to repair,High voltage leakage,B,
practical,I,Instrument Mechanic,2026-04,"Draw layouts and practice in PVC Casing-capping,Conduit wiring with minimum to a greater number of  points of minimum 15 mtrs. length.",1342,The wiring used for temporary purposes is:,,Conduit,Cleat,Casing-capping,,B,
practical,I,Instrument Mechanic,2026-04,Wire up PVC conduit  wiring to control one lamp from two different places,1343,Which wiring is used for controlling one lamp from two different positions?,,BED ROOM WIRING,BALCONY WIRING,STAIR CASE WIRING,ALL THE ABOVE,C,
practical,I,Instrument Mechanic,2026-04,Wire up PVC conduit  wiring to control one lamp from two different places,1344,How many two-way switches are required to control a single lamp from two different locations?,,1,2,3,4,B,
practical,I,Instrument Mechanic,2026-04,Wire up PVC conduit  wiring to control one lamp from two different places,1345,3-terminal switch is known as,,2 WAY SWITCH,1 WAY SWITCH,3 WAY SWITCH,ALL THE ABOVE,C,
practical,I,Instrument Mechanic,2026-04,Draw layouts and practice of Wireing instrument panel,1346,What do dashed lines typically represent in an electrical schematic drawing of a panel?,,Wiring inside the panel,Wiring outside the panel (field wiring),Grounding connections,Air lines,B,
practical,I,Instrument Mechanic,2026-04,Draw layouts and practice of Wireing instrument panel,1347,"Why is a ""wiring diagram"" necessary for assembling an instrument panel?",,To show the physical location of devices,"To show detailed connection paths, wire numbers, and terminal points",To show only the functional logic,To display the isometric view of the panel,B,
practical,I,Instrument Mechanic,2026-04,Draw layouts and practice of Wireing instrument panel,1348,"Which type of diagram is used to illustrate how a circuit works functionally, rather than its physical layout?",,Layout Diagram,Wiring Diagram,Schematic/Circuit Diagram,Architectural Plan,C,
practical,I,Instrument Mechanic,2026-04,Draw layouts and practice of Wireing instrument panel,1349,What is the purpose of terminal blocks inside a control panel?,,To connect field Devices to the internal panel components,To increase voltage,To act as a resistor,To protect from water,A,
practical,I,Instrument Mechanic,2026-04,Draw layouts and practice of Wireing instrument panel,1350,Which tool is used to twist multiple wires together before soldering or inserting into a connector?,,Stripper,Combination plier,Mallet,Measuring tape,B,
practical,I,Instrument Mechanic,2026-04,"GOVT ITI,KAKINADA",1351,K. RAMACHANDRA RAO,,,,,,,
practical,I,Instrument Mechanic,2026-04,"GOVT ITI,KAKINADA",1352,TRAINING OFFICER,,,,,,,
practical,I,Instrument Mechanic,2026-04,"GOVT ITI,KAKINADA",1353,GOVT DLTC/ITI ELURU,,,,,,,
practical,I,FASHION DESIGN AND TECHNOLOGY,2026-04,LESSON 1 – BASIC SEWING OPERATIONS,1354,What is this tool used for?,,Cutting fabric,Measuring length,Threading needle,Marking fabric,,
practical,I,FASHION DESIGN AND TECHNOLOGY,2026-04,LESSON 1 – BASIC SEWING OPERATIONS,1355,What is this tool called?,,Pin cushion,Seam gauge,Thimble,Tape measure,,
practical,I,FASHION DESIGN AND TECHNOLOGY,2026-04,LESSON 1 – BASIC SEWING OPERATIONS,1356,What is the purpose of this tool?,,Measure fabric,Cut thread,Seam ripping,Iron clothes,,
practical,I,FASHION DESIGN AND TECHNOLOGY,2026-04,LESSON 1 – BASIC SEWING OPERATIONS,1357,What is this item used for?,,Ironing clothes,Storing thread,Marking lines,Holding fabric pins,,
practical,I,FASHION DESIGN AND TECHNOLOGY,2026-04,LESSON 1 – BASIC SEWING OPERATIONS,1358,What are these?,,Sewing needles,Safety pins,Hooks and eyes,Snaps,,
practical,I,FASHION DESIGN AND TECHNOLOGY,2026-04,LESSON 1 – BASIC SEWING OPERATIONS,1359,What is this -called?,,Seam gauge,Bodkin,Pin cushion,Thread spool,,
practical,I,FASHION DESIGN AND TECHNOLOGY,2026-04,LESSON 1 – BASIC SEWING OPERATIONS,1360,What is this tool for?,,Storing pins,Threading needles,Marking fabric,Cutting fabric,,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1361,What is the primary role of a Machinist in the manufacturing industry?,,Designing software,Operating machines to produce precision metal parts,Selling industrial raw materials,Managing human resources,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1362,"Which of the following is considered the ""Mother of all Machines"" in a machine shop?",,Drilling Machine,Grinding Machine,Lathe Machine,Milling Machine,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1363,"In the Machinist trade, what does 'PPE' stand for?",,Personal Productive Efficiency,Personal Protective Equipment,Private Power Engine,Primary Process Engineering,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1364,Which tool is used for marking lines parallel to a datum edge?,,Divider,Hermaphrodite Caliper (Odd-leg caliper),Outside Caliper,Inside Caliper,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1365,"Which safety color code is used to indicate ""Mandatory Signs""?",,Red,Yellow,Green,Blue,D,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1366,Which measuring instrument is used to check the accuracy of a 90-degree angle?,,Steel Rule,Try Square,Depth Gauge,Bevel Protractor,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1367,The process of enlarging a previously drilled hole to a precise size and finish is called:,,Boring,Reaming,Counter-sinking,Tapping,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1368,Which part of the Lathe machine is used to hold the cutting tool?,,Headstock,Tailstock,Tool Post,Bed,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1369,What is the least count of a standard Metric Vernier Caliper?,,0.1 mm,0.01 mm,0.02 mm,0.001 mm,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1370,"While operating a machine, when should you remove metal chips or swarf?",,While the machine is running,Only after the machine has completely stopped,Using your bare hands,Whenever the container is full,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1371,Which machine is primarily used for producing flat surfaces using a rotating multi-point cutter?,,Shaping Machine,Milling Machine,Drilling Machine,Slotting Machine,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1372,Which file is used for heavy reduction of metal?,,Smooth file,Dead smooth file,Bastard file,Second cut file,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1373,"What is the main purpose of using ""Coolant"" during a machining operation?",,To make the machine look clean,To reduce friction and dissipate heat,To increase the weight of the job,To change the color of the metal,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1374,Which instrument is used to measure the diameter of a very thin wire accurately?,,Vernier Caliper,Outside Micrometer,Steel Rule,Combination Set,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1375,What is the first thing you should do in case of an electric shock or fire?,,Run out,Call your friends,Switch off the main power supply,Start the machine again,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1376,QUESTION'S,,OPTION-A,OPTION-B,OPTION-C,OPTION-D,ANSWER,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1377,"Primary purpose of a ""Safety Attitude"" in a machine shop?",,Finish work faster,Identify and avoid potential hazards,Impress the instructor,Reduce cost,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1378,Why is it dangerous to wear loose clothing or jewelry?,,Looks unprofessional,Can get caught in rotating parts,Makes operator too warm,Might get stained,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1379,Which PPE is mandatory when grinding a tool bit?,,Leather apron,Safety goggles or face shield,Earplugs,Rubber gloves,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1380,Action to take if you notice a small oil spill?,,Wait for staff,Walk around it,Clean it immediately,Cover with metal sheet,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1381,"Which ""Class"" of fire involves flammable liquids (oil, grease)?",,Class A,Class B,Class C,Class D,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1382,"In the ""ABC"" of First Aid, what does 'B' stand for?",,Bleeding,Bones,Breathing,Bandaging,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1383,"Coworker suffers electric shock and is still in contact, first step?",,Pull them away,Throw water,Switch off main power,Run for doctor,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1384,Color code for 'Prohibitory' safety signs?,,Blue,Green,Yellow,Red (Circular with diagonal bar),D,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1385,What to use to remove metal chips (swarf) from a machine table?,,Bare hands,Compressed air,A brush or a hook,A cotton cloth,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1386,'5S' concept: What does 'Seiri' mean?,,Standardizing,Sorting,Shining,Self-discipline,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1387,"When lifting a heavy workpiece from the floor, you should:",,Bend your back,"Keep back straight, use legs",Twist your waist,Lift quickly,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1388,Immediate first aid for a minor burn?,,Apply oil/grease,Rub it,Run cool water over it,Wrap in plastic bag,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1389,Which fire extinguisher should NOT be used on electrical fire?,,CO2,Dry Powder,Water-based,Halon,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1390,What does a blue circular sign with a white symbol indicate?,,Warning,Information,Mandatory Action,Prohibition,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1391,"Why report even a ""Near Miss""?",,Get someone in trouble,Analyze cause and prevent future accidents,More paperwork,Stop production,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1392,Color representing 'Prohibition' signs?,,Blue,Red,Yellow,Green,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1393,"Triangular sign, yellow background, black border?",,Prohibition,Mandatory action,Warning/Danger,Information,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1394,Purpose of a 'Mandatory' safety sign?,,Warn of hazard,Prohibit action,Indicate required behavior/PPE,Show first aid location,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1395,"Circular shape, blue background, white symbol?",,Warning,Mandatory,Prohibition,Safety equipment,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1396,A 'Danger' sign is generally used when:,,Minor injury possibility,Immediate hazard (severe/death),Need exit,Need gloves,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1397,Example of 'Personal Safety' on a lathe?,,Oily floor,Loose clothing,Wearing safety goggles,Using file without handle,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1398,Green rectangular sign with white symbol?,,Fire equipment,Danger warning,Emergency information,Electrical hazard,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1399,What is considered a 'Caution' level hazard?,,Minor/moderate injury,Definitely cause death,Helmet requirement,No Smoking sign,A,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1400,"Before starting a machine, ensure that:",,Guards are in place,Floor is cluttered,Wearing necktie,Lights are off,A,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1401,"Circular sign, red border, diagonal cross bar?",,Caution,Mandatory,Prohibition,Safety instruction,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1402,"Primary hazard of ""long hair"" or ""loose sleeves""?",,Get dirty,Entanglement in moving parts,Block tool view,Static electricity,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1403,'Warning' signs alert workers against:,,Safe areas,Non-immediate but potential injury,Water location,Lunch break,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1404,"""Skull and Crossbones"" identifies:",,Flammable,Toxic/Poisonous,High voltage,Slippery floor,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1405,PPE for ear protection in high-noise area?,,Safety shoes,Face shield,Ear muffs or plugs,Apron,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1406,If safety sign is damaged or missing:,,Ignore it,Draw new one,Report to instructor,Leave workshop,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1407,"Person in contact with live wire, first step?",,Pull with bare hands,Switch off main power,Throw water,Call doctor first,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1408,Unsafe practice with power tools on lathe?,,Proper earthing,Frayed/taped cords,Rubber-soled shoes,Dry floor,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1409,"Why is ""Earthing"" provided?",,Increase motor speed,Protect from shock/leakage,Reduce consumption,Keep machine cool,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1410,Purpose of a 'Fuse' or 'MCB'?,,Increase voltage,Reservoir of power,Break circuit during overload,Convert AC to DC,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1411,Safest clothing to avoid static discharge?,,Synthetic/nylon,Loose silk,Cotton workwear,Plastic aprons,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1412,After switching power off for maintenance?,,Start immediately,"Place ""Men at Work"" tag",Tell friend to watch,Leave panel open,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1413,Good insulator for mats?,,Aluminum,Wet wood,Rubber mat,Copper mesh,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1414,"What does ""LOTO"" stand for?",,Low Output Total,Lock Out Tag Out,Light On Thermal Off,Load Only To Operator,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1415,"Class of fire involving oils, petrol, solvents?",,Class A,Class B,Class C,Class D,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1416,Most suitable extinguisher for electrical fire?,,Water-filled,Foam,CO2 or Halon,Wet chemical,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1417,Why NEVER use water on electrical fire?,,Fire spreads faster,Water conducts electricity,Turns to steam,Damages paint,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1418,"""PASS"" method: First 'S' stands for?",,Sweep side to side,Squeeze the lever,Stop and look,Spin nozzle,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1419,Extinguish Magnesium or Aluminum fire?,,CO2,Water spray,Dry Powder (special),Wet blanket,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1420,Color band on Dry Powder (DCP) extinguisher?,,Signal Red,Pale Cream,Black,Blue,D,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1421,Ideal location for fire extinguishers?,,Locked in cupboard,Hidden,Accessible escape routes,Foreman's office,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1422,"Fire in Lathe motor, safest extinguisher?",,Water Jet,Foam Type,CO2,Sand bucket,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1423,Danger of Foam on electrical fire?,,Slippery floor,Contains water,Too heavy,Bad smell,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1424,"Why aim at the ""base"" of the fire?",,Save agent,Avoid smoke,Remove fuel/heat source,Top is too hot,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1425,How to identify CO2 fire extinguisher?,,"Large horn, no gauge","Small nozzle, blue band",Painted green,Bucket attached,A,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1426,Priority in large uncontrollable fire?,,Finish job,Evacuate and alarm,Carry machine out,Look,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1427,Tool for checking squareness?,,Steel Rule,Try Square,Jenny Caliper,Scriber,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1428,Hammer length measurement?,,Face to peen,Top to bottom,Handle end to eye center,Weight of head,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1429,File for high-quality finish/accurate size?,,Bastard,Second cut,Dead smooth,Rough,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1430,Center punch point angle for marking holes?,,30°,60°,90°,120°,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1431,Precision tool for internal diameter of hole?,,Inside Caliper,Vernier Caliper,Outside Micrometer,Depth Gauge,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1432,Purpose of a 'V' block?,,Check flatness,Support cylindrical work,Measure angles,Cut metal,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1433,Purpose of a 'Bastard' file?,,Fine finishing,Heavy metal reduction,Sharpen saws,File corners,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1434,Vice for holding heavy work in fitting shop?,,Hand vice,Pin vice,Bench vice,Toolmaker's vice,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1435,Accuracy of a standard Vernier Caliper?,,0.5 mm,0.1 mm,0.02 mm,0.001 mm,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1436,Tool for drawing lines parallel to graduated edge?,,Divider,Scriber,Odd-leg caliper,Center punch,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1437,Surface plates material?,,Wrought iron,HSS,Cast iron or Granite,Aluminum,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1438,Hacksaw blade pitch measurement?,,Length,Teeth per 25mm,Thickness,Width,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1439,Remove broken tap from a hole?,,Tap wrench,Tap extractor,Drift,Stud extractor,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1440,Filing pressure application stroke?,,Forward,Backward,Both,,A,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1441,Marking media for machined surfaces?,,Chalk,Prussian Blue,Copper Sulphate,Cellulose Lacquer,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1442,Least count of standard metric Micrometer?,,0.01 mm,0.02 mm,0.10 mm,0.50 mm,A,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1443,Part ensuring uniform pressure on Micrometer?,,Thimble,Barrel,Ratchet stop,Spindle lock,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1444,Purpose of 'safe edge' on a file?,,Protect right-angle surface,File corners,Increase speed,Soft materials,A,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1445,Punch for making witness marks?,,Center punch,Prick punch,Pin punch,Hollow punch,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1446,How is a 'Try Square' specified?,,Stock length,Blade length,Weight,Blade width,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1447,Joining plates with a metal pin?,,Welding,Soldering,Riveting,Brazing,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1448,Hammer type for forming rivet heads?,,Claw,Ball peen,Cross peen,Straight peen,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1449,Enlarging/finishing hole to precise size?,,Drill bit,Tap,Reamer,Countersink,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1450,Distance drill moves in one revolution?,,Speed,Feed,R.P.M.,Depth of cut,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1451,What is a 'Drift' used for?,,Remove broken drill,Remove taper shank tool,Fixing job,Punching holes,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1452,Angle preventing chisel digging?,,Rake,Clearance,Point,Inclination,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1453,Scriber material?,,Mild steel,High carbon steel,Brass,Cast iron,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1454,File Grade for good finish?,,Bastard,Rough,Smooth,Second cut,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1455,Color code for Paper Waste bin?,,Red,Blue,Green,Yellow,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1456,Tool to check screw thread pitch?,,Radius gauge,Feeler gauge,Screw pitch gauge,Snap gauge,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1457,"Before starting any machining operation, what is the primary purpose of studying the engineering drawing?",,To check the weight of the material,"To understand dimensions, tolerances, and sequence of operations",To determine the price of the finished job,To see the color of the final product,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1458,Which tool is used to scribe lines parallel to a datum edge on a workpiece?,,Center Punch,Divider,Hermaphrodite (Odd-leg) Caliper,Try Square,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1459,The point angle of a Center Punch used for locating holes is:,,30°,60°,90°,120°,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1460,Surface plates are generally made of high-quality cast iron or granite because they provide:,,High flexibility,A perfectly flat reference plane,Better electrical conductivity,Easy portability,B,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1461,Which grade of file is used for removing a large amount of metal quickly?,,Smooth file,Dead smooth file,Bastard file,Second cut file,C,
practical,I,MACHINIST TRADE,2026-09,All Practical Questions,1462,"The ""pinning"" of a file occurs when:",,The file handle breaks,Metal chips get clogged in the file teeth,The file is used on wood,The file is cleaned with a wire brush,B,
