source,year_level,trade,month,topic,question_no,question_text,question_image,option_a,option_b,option_c,option_d,correct_option,answer_text
theory,I,MACHINIST TRADE,2026-09,thread terminology,840,What is the ratio of amount of standard pin taper in British system?,,01:20:00,01:48:00,01:50:00,02:40:00,B,
theory,I,MACHINIST TRADE,2026-09,thread terminology,841,What is the formula to find the angle at which the compound rest is to set for taper turning?,,Tanθ = D-d /2l,Tanθ = D-d/2L,Tanθ = D-d/l,Tanθ = D-d/L,B,
theory,I,MACHINIST TRADE,2026-09,thread terminology,842,What is the included angle of metric acme thread?,,30°,29°,24°,20°,B,
theory,I,MACHINIST TRADE,2026-09,thread terminology,843,What should be the blank size of round bar for cutting M16 threads with 2 mm pitch with a die,,15.5 mm,15.8 mm,15.9 mm,16.0 mm,B,
theory,I,MACHINIST TRADE,2026-09,thread terminology,844,What is the taper ratio for a taper length of 20 units the difference in diameter is one unit?,,01:15:00,01:20:00,02:15:00,03:20:00,B,
theory,I,MACHINIST TRADE,2026-09,thread terminology,845,The drill size for M is :,,0.295,0.281,0.277,7.671,A,
theory,I,MACHINIST TRADE,2026-09,thread terminology,846,The distance from one thread to corresponding point on the next thread is called,,Lead,Pitch,Depth,Crest,B,
theory,I,MACHINIST TRADE,2026-09,thread terminology,847,The top surface of a thread is known as,,Root,Flank,Crest,Pitch,C,
theory,I,MACHINIST TRADE,2026-09,Reamer,848,A hole of 10 mm diameter is to be finished with a hand reamer. The hole size requiredfor reaming should be,,9.75 mm,9.50 mm,9.25 mm,9.00 mm,A,
theory,I,MACHINIST TRADE,2026-09,Reamer,849,Which type of reamer is used by hand for finish holes ?,,Machine reamer,Shell reamer,Hand reamer,Adjustable reamer,C,
theory,I,MACHINIST TRADE,2026-09,Reamer,850,Reamers should always be rotated in ………… direction.,,clock wise,anti- clock wise,clock wisew and anti- clock wise,none of these,A,
theory,I,MACHINIST TRADE,2026-09,Reamer,851,……………… is used to correct and clean the hole,,drill,reamer,counter boring tool,tap,B,
theory,I,MACHINIST TRADE,2026-09,Reamer,852,A reamed hole has patches of poor finish. Which one of the following is the cause for this deffect,,The bored hole has insufficient reaming allowance,Excessive cutting speed,Wrong selection of the reamer for the job,Insufficient coolant supply,A,
theory,I,MACHINIST TRADE,2026-09,Reamer,853,How does  ahand reamer differ from a machine reamer,,Larger bevel lead for the cutting edges,More number of cutting teeth,Less number of cutting teeth,Unequal spacing of cutting edges,A,
theory,I,MACHINIST TRADE,2026-09,Reamer,854,Which of the following reamers is perticularly suitable for reaming holes having key way grooves,,Straight fluted reamer,Helical fluted reamer,taper reamer,Pilot reamer,B,
theory,I,MACHINIST TRADE,2026-09,Reamer,855,Which reamer is used in drilling machine ?,,Hand reamer,Machine reamer,Adjustable reamer,Taper reamer,B,
theory,I,MACHINIST TRADE,2026-09,Reamer,856,The part used to hold the  reamer in the tool holder is called,,Flute,Body,Shank,Neck,C,
theory,I,MACHINIST TRADE,2026-09,Reamer,857,Which part guides the reamer inside the hole?,,Flute,Margin,Tang,Neck,B,
theory,I,MACHINIST TRADE,2026-09,Vernier height gauge,858,What is the least count of vernier height gauge?,,0.001 mm,0.002 mm,0.005 mm,0.02 mm,D,
theory,I,MACHINIST TRADE,2026-09,Vernier height gauge,859,What is the name of the part marked as ‘x’ in the height gauge shown?,,Main scale,Main slide,Jan clamp,Vernier scale,B,
theory,I,MACHINIST TRADE,2026-09,Vernier height gauge,860,What is the part shown as ‘x’ in the figure?,,Main scale,Vernier scale,Beam,Main slide,A,
theory,I,MACHINIST TRADE,2026-09,Vernier height gauge,861,How we specify a vernier height gauge?,,Width of beam,Height of beam,Thickness of beam,Size of base,B,
theory,I,MACHINIST TRADE,2026-09,Vernier height gauge,862,The least count of vernier caliper is equal to,,value of msd-value of vsd,value of 1vsd-value of 1 msd,value of 2msd-value of 1vsd,value of 1 msd+value of 1 vsd,A,
theory,I,MACHINIST TRADE,2026-09,Vernier height gauge,863,"While laying out, the vernier height gauge must be used on the",,surface plate,vee block,machine bed,any flat surface,A,
theory,I,MACHINIST TRADE,2026-09,Vernier height gauge,864,Least count of a vernier caliper in which 19 mm main scale division are divided into 20 equal divisions in the vernier scale will be………………..,,0.01 mm,0.019,0.02 mm,0.05,C,
theory,I,MACHINIST TRADE,2026-09,Vernier height gauge,865,Height of job measured by,,snip gauge,radius gauge,dial gauge,vernier height gauge,D,
theory,I,MACHINIST TRADE,2026-09,Vernier height gauge,866,What is the reason for using dial indicator instead of scriber point in vernier height gauge?,,To check eccentricity,For accurate marking,For accurate measuring,For good appearance,C,
theory,I,MACHINIST TRADE,2026-09,Vernier height gauge,867,The base of vernier height gauge is made of,,Plastic,Brass,Cast iron,rubber,C,
theory,I,MACHINIST TRADE,2026-09,Drilling machine,868,What is the expansion of rpm used in drilling?,,Revolution per mile,Revolution per meter,Revolution per minute,Retardation per minute,C,
theory,I,MACHINIST TRADE,2026-09,Drilling machine,869,What is the distance a drill advances in one rotation while drilling?,,Feed,Depth of cut,Cutting speed,Cutting length,B,
theory,I,MACHINIST TRADE,2026-09,Drilling machine,870,What is the name of part marked ‘x’.,,Column,Spindle,Over head shaft,Table elevating clamp,A,
theory,I,MACHINIST TRADE,2026-09,Drilling machine,871,What is the name of the part ‘x’?,,Base,Column,Radial arm,Spindle head,C,
theory,I,MACHINIST TRADE,2026-09,Drilling machine,872,How to express feed in drilling?,,m / rev,m / min,mm / rev,mm / hour,B,
theory,I,MACHINIST TRADE,2026-09,Drilling machine,873,The largest drilling machine is………..,,ratchet drill machine,radial drill machine,pneumatic drill machine,none of these,B,
theory,I,MACHINIST TRADE,2026-09,Drilling machine,874,A portable drilling machine is mainly used for,,Mass production,Large holes,Repair and maintenance work,Precision drilling,C,
theory,I,MACHINIST TRADE,2026-09,Drilling machine,875,Where is the drilling machine spindle head is fixed in radial drilling machine?,,Base,Column,Radial arm,Auxiliary table,C,
theory,I,MACHINIST TRADE,2026-09,Drilling machine,876,Which type of drilling machine is mounted on a workbench?,,radial drill machine,Bench drilling machine,gang drilling machine,Multi-spindle drilling machine,B,
theory,I,MACHINIST TRADE,2026-09,Drilling machine,877,Gang drilling machine consists of,,Single spindle,Multiple spindles in a line,Horizontal spindle,Adjustable column only,B,
theory,I,MACHINIST TRADE,2026-09,counter sink,878,What is the name of the operation?,,Reaming,Spot facing,Counter boring,Counter sinking,D,
theory,I,MACHINIST TRADE,2026-09,counter sink,879,What is the angle of counter sink rivet head?,,75°,80°,90°,120°,A,
theory,I,MACHINIST TRADE,2026-09,counter sink,880,What is the angle of beveled heads of counter sink head screws?,,75°,80°,90°,120°,D,
theory,I,MACHINIST TRADE,2026-09,counter sink,881,Which one of the following operation is used to bevel the mouth of a drilled hole.,,Reaming,Spot facing,Counter boring,Counter sinking,D,
theory,I,MACHINIST TRADE,2026-09,counter sink,882,Which angle of counter sink drill you will select for seating counter sink type A                          (IS- 3406-1986),,Counter sink drill 75 degree,Counter sink drill 80 degree,Counter sink drill 90 degree,Counter sink drill 120 degree,C,
theory,I,MACHINIST TRADE,2026-09,outside micrometer,883,What is the zero reading of a 50 to 75 mm out side micrometer,,0.00 mm,0.01 mm,25.00 mm,50.00 mm,C,
theory,I,MACHINIST TRADE,2026-09,outside micrometer,884,What is the use of outside micrometer?,,For depth measurement,For angular measuremen,For internal measurements,For external measurements,D,
theory,I,MACHINIST TRADE,2026-09,outside micrometer,885,"Which gap from spindle face is considered 
as the reading of outside micrometer?",,Anvil,Frame,Barrel,Thimble,A,
theory,I,MACHINIST TRADE,2026-09,outside micrometer,886,"Which micrometer is used to measure the 
effective diameter of the threads?",,Depth micrometer,Inside micrometer,Outside micrometer,Screw thread micrometer,D,
theory,I,MACHINIST TRADE,2026-09,outside micrometer,887,The most common type of outside micrometer is the _____ micrometer ?,,Threads,Plain,Blade,Tube,B,
theory,I,MACHINIST TRADE,2026-09,outside micrometer,888,Which one of the following instrument is used to check the concentricity of outside diameter,,vernier caliper,outside micrometer,dial test indicator,dial caliper,C,
theory,I,MACHINIST TRADE,2026-09,outside micrometer,889,Meteric outside micrometer has a threaded or spindle with a pitch of,,0.5 mm,0.25 mm,1.00 mm,1.50 mm,A,
theory,I,MACHINIST TRADE,2026-09,outside micrometer,890,The least count of vernier outside micrometer is,,0.1 mm,0.01 mm,0.001 mm,0.005mm,C,
theory,I,MACHINIST TRADE,2026-09,outside micrometer,891,What is the least count of digital outside micrometer,,0.02 mm,0.01 mm,0.001 mm,0.005 mm,B,
theory,I,MACHINIST TRADE,2026-09,Vernier Caliper,892,"Vernier caliper are available in sizes of 150 mm, 200 mm, 250 mm, 300 mm and…./",,400 mm,500 mm,600 mm,750 mm,C,
theory,I,MACHINIST TRADE,2026-09,Vernier Caliper,893,In vernier caliper the depth bar is attached,,beam,vernier slide,fixed jaw,movable jaw,D,
theory,I,MACHINIST TRADE,2026-09,Vernier Caliper,894,The least count of the vernier caliper is,,0.10 mm,0.01 mm,0.05 mm,0.02 mm,D,
theory,I,MACHINIST TRADE,2026-09,Vernier Caliper,895,what measurement can be made by vernier caliper?,,lenth,depth micrometer,Internal measurement,all of the above,D,
theory,I,MACHINIST TRADE,2026-09,Vernier Caliper,896,What is the least count of a vernier caliper if,,0.01 mm,0.02 mm,0.05 mm,0.10 mm,B,
theory,I,MACHINIST TRADE,2026-09,Vernier Caliper,897,What is the least count of a vernier caliper if 19 main scale divisions (19 mm) are divided into 20 equal parts in the vernier scale?,,0.01 mm,B 0.02 mm,C 0.05 mm,D 0.10 mm,C,
theory,I,MACHINIST TRADE,2026-09,Vernier Caliper,898,What is the reading shown in the vernier calliper? (Least count = 0.02 mm),,6.64,6.056 mm,6.56 mm,60.56 mm,B,
theory,I,MACHINIST TRADE,2026-09,Vernier Caliper,899,Vernier caliper is Made off,,Cast Iron,Wrought Iron,Wood,Alloy steelOr Stainless Steel,D,
theory,I,MACHINIST TRADE,2026-09,Vernier Caliper,900,Which Part is used To LOCK The Reading,,Thumb Screw,Depth Rod,In Side Jaw,Main Scale,A,
theory,I,MACHINIST TRADE,2026-09,Limits,901,What is the term in BIS limits fits to mention the size with dimensional durations?,,Size,Basic size,Actual size,Maximum size,B,
theory,I,MACHINIST TRADE,2026-09,Limits,902,What is the meaning of ‘H’ in the drawing?,,Basic size,Tolerance,Fundamental tolerance,Fundamental deviation of hole,D,
theory,I,MACHINIST TRADE,2026-09,Limits,903,What is the maximum limit size of dimension φ25+ − 0.003 0.001 ?,,25.003 mm,25.001 mm,24.997 mm,24.999 mm,A,
theory,I,MACHINIST TRADE,2026-09,Limits,904,Which system of limits and fits are followedin our country?,,BIS system,DIN system,BSS system,FPS system,A,
theory,I,MACHINIST TRADE,2026-09,Limits,905,What is meant by ‘Lower deviation’ in BIS system?,,Algebraic difference between maximum limit and basic size,Algebraic difference between minimum limit and basic size,Algebraic difference between maximum limit and minimum limit,Algebraic difference between basic size and upper deviation,B,
theory,I,MACHINIST TRADE,2026-09,Limits,906,What is the definition of fits?,,Maximum size of a dimension,Minimum size of a dimension,C Permissible deviation of a dimension,Relationship that exist between two mating parts,D,
theory,I,MACHINIST TRADE,2026-09,Limits,907,Which type of fit is indicated in figure?,,Tight fit,Transition fit,Clearance fit,Interference fit,C,
theory,I,MACHINIST TRADE,2026-09,Limits,908,What is the formula to find tap drill size in general purpose?,,Major dia meter minus pitch,Major dia meter minus 3 x pitch,Major dia meter minus 2 x pitch,Major dia meter minuss 1/2 x pitch,A,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"1)Trade Introduction
Introduction to trade and related industries.",909,What is meant by “trade” in the context of refrigeration and air conditioning?,,A) Only buying and selling of products,"B) Skilled work related to installation, servicing, and maintenance",C) Government job only,D) Farming activities,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"1)Trade Introduction
Introduction to trade and related industries.",910,Which industry is primarily associated with Refrigeration and Air Conditioning technicians?,,A) Textile industry,B) Construction industry,"C) HVAC (Heating, Ventilation, and Air Conditioning) industry",D) Agriculture industry,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"1)Trade Introduction
Introduction to trade and related industries.",911,What is the main role of a refrigeration technician?,,A) Designing buildings,B) Installing and repairing cooling systems,C) Teaching in schools,D) Driving vehicles,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"1)Trade Introduction
Introduction to trade and related industries.",912,Which of the following is an example of a refrigeration application?,,A) Ceiling fan,B) Refrigerator,C) Electric iron,D) Light bulb,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"1)Trade Introduction
Introduction to trade and related industries.",913,What is the importance of safety in RAC trade?,,A) It is not required,B) Only required during exams,C) Prevents accidents and ensures proper work,D) Only for supervisors,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"2) Safely precautions 
to be
observed
 in the trade both
during 'theoretical Periods'and 'Practical hours’/workshop
hours' Elementary First Aid.",914,What is the first action when a person gets an electric shock?,,A) Give water immediately,B) Touch the person to pull away,C) Switch off the power supply,D) Call friends,D,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"2) Safely precautions 
to be
observed
 in the trade both
during 'theoretical Periods'and 'Practical hours’/workshop
hours' Elementary First Aid.",915,Which type of fire extinguisher is suitable for electrical fires?,,A) Water type,B) Foam type,C) CO₂ type,D) Sand only,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"2) Safely precautions 
to be
observed
 in the trade both
during 'theoretical Periods'and 'Practical hours’/workshop
hours' Elementary First Aid.",916,What is the correct first aid for minor burns?,,A) Apply oil or grease,B) Wash with cold water,C) Break blisters,D) Apply toothpaste,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"2) Safely precautions 
to be
observed
 in the trade both
during 'theoretical Periods'and 'Practical hours’/workshop
hours' Elementary First Aid.",917,Which personal protective equipment (PPE) is essential while handling refrigerants?,,A) Cotton gloves only,B) Safety goggles and gloves,C) Helmet only,D) Shoes only,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"2) Safely precautions 
to be
observed
 in the trade both
during 'theoretical Periods'and 'Practical hours’/workshop
hours' Elementary First Aid.",918,What is the correct position for a person who has fainted?,,A) Sitting position,B) Standing position,C) Lying flat with legs raised,D) Lying on stomach,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,3)Firefighting equipment and Electrical safety.,919,Which type of fire extinguisher is suitable for electrical fires?,,A) Water extinguisher,B) Foam extinguisher,C) CO₂ extinguisher,D) Sand only,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,3)Firefighting equipment and Electrical safety.,920,What is the main purpose of earthing in electrical systems?,,A) Increase voltage,B) Reduce current,C) Protect from electric shock,D) Store electricity,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,3)Firefighting equipment and Electrical safety.,921,Which fire class involves electrical equipment?,,A) Class A,B) Class B,C) Class C,D) Class D,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,3)Firefighting equipment and Electrical safety.,922,Which of the following should NOT be used on an electrical fire?,,A) Dry powder extinguisher,B) CO₂ extinguisher,C) Water extinguisher,D) Sand,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,3)Firefighting equipment and Electrical safety.,923,What is the safe method to rescue a person from electric shock?,,A) Pull directly with bare hands,B) Use a dry wooden stick,C) Pour water,D) Touch with metal rod,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,4)History of Refrigeration and Air conditioning. Grooming of Technicians,924,Who is known as the father of modern refrigeration?,,A) James Watt,B) Carl von Linde,C) Michael Faraday,D) Thomas Edison,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,4)History of Refrigeration and Air conditioning. Grooming of Technicians,925,Which refrigerant was commonly used in early domestic refrigerators but later banned due to environmental issues?,,A) Ammonia,B) R-134a,C) CFC (R-12),D) CO₂,D,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,4)History of Refrigeration and Air conditioning. Grooming of Technicians,926,The first modern air conditioning system was developed by:,,A) Willis Carrier,B) Nikola Tesla,C) Alexander Graham Bell,D) George Westinghouse,A,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,4)History of Refrigeration and Air conditioning. Grooming of Technicians,927,Which of the following is most important for a technician’s grooming?,,A) Wearing dirty clothes,B) Poor communication,C) Personal hygiene and neat appearance,D) Ignoring safety rules,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,4)History of Refrigeration and Air conditioning. Grooming of Technicians,928,A good technician should always:,,A) Argue with customers,B) Follow safety procedures and be punctual,C) Ignore instructions,D) Work without tools,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"5)Fitting
Different types of Fitting hand tools,- their use.",929,Which tool is mainly used for holding a workpiece firmly during fitting work?,,A) Hammer,B) Bench Vice,C) File,D) Hacksaw,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"5)Fitting
Different types of Fitting hand tools,- their use.",930,Which hand tool is used for cutting metal rods or pipes?,,A) Screwdriver,B) Spanner,C) Hacksaw,D) Chisel,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"5)Fitting
Different types of Fitting hand tools,- their use.",931,Which tool is used for smooth finishing of metal surfaces?,,A) Try Square,B) Hammer,C) File,D) Punch,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"5)Fitting
Different types of Fitting hand tools,- their use.",932,Which tool is used for marking straight lines and checking right angles?,,A) Divider,B) Spanner,C) Try Square,D) Hacksaw,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"5)Fitting
Different types of Fitting hand tools,- their use.",933,Which tool is used for making small indentations on metal before drilling?,,A) File,B) Centre Punch,C) Hammer,D) Spanner,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"5)Fitting
Different types of Fitting hand tools,- their use.",934,Which tool is used for tightening and loosening nuts and bolts?,,A) File,B) Hammer,C) Spanner,D) Chisel,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"5)Fitting
Different types of Fitting hand tools,- their use.",935,Which type of hammer is commonly used in fitting work?,,A) Ball Peen Hammer,B) Claw Hammer,C) Wooden Mallet,D) Rubber Hammer,A,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"5)Fitting
Different types of Fitting hand tools,- their use.",936,Which tool is used to remove excess metal by chipping?,,A) File,B) Chisel,C) Spanner,D) Screwdriver,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"5)Fitting
Different types of Fitting hand tools,- their use.",937,Which tool is used for measuring internal and external dimensions accurately?,,A) Steel Rule,B) Try Square,C) Vernier Caliper,D) Divider,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"5)Fitting
Different types of Fitting hand tools,- their use.",938,Which tool is used for drawing circles or arcs on metal surfaces?,,A) Punch,B) Divider,C) Spanner,D) File,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"6)Fitting hand tools ; Function, construction, working and Specification.",939,Which tool is used to hold a workpiece firmly during fitting operations?,,A) Hacksaw,B) Bench vice,C) File,D) Try square,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"6)Fitting hand tools ; Function, construction, working and Specification.",940,The cutting edge of a file is made by which process?,,A) Casting,B) Forging,C) Milling,D) Hardening and tempering,D,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"6)Fitting hand tools ; Function, construction, working and Specification.",941,What is the main function of a hacksaw?,,A) Measuring length,B) Holding job,C) Cutting metal,D) Marking lines,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"6)Fitting hand tools ; Function, construction, working and Specification.",942,"In a file specification, what does the “length” refer to?",,A) Total length including handle,B) Length of cutting portion only,C) Width of file,D) Thickness of file,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"6)Fitting hand tools ; Function, construction, working and Specification.",943,Which part of a hacksaw holds the blade in position?,,A) Frame,B) Handle,C) Blade pin,D) Adjusting screw,D,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"7)Machineries and equipment used in fittings like drilling machine,",944,Which machine is primarily used to make circular holes in metal during fitting work?,,A) Lathe machine,B) Shaper machine,C) Drilling machine,D) Milling machine,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"7)Machineries and equipment used in fittings like drilling machine,",945,Which part of a drilling machine holds and rotates the drill bit?,,A) Chuck,B) Table,C) Base,D) Column,A,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"7)Machineries and equipment used in fittings like drilling machine,",946,What is the main function of a bench vice in fitting work?,,A) Cutting metal,B) Holding the workpiece firmly,C) Measuring dimensions,D) Drilling holes,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"7)Machineries and equipment used in fittings like drilling machine,",947,Which tool is used to enlarge and finish a drilled hole accurately?,,A) Tap,B) Reamer,C) File,D) Chisel,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"7)Machineries and equipment used in fittings like drilling machine,",948,Which operation is performed to create internal threads in a drilled hole?,,A) Turning,B) Reaming,C) Tapping,D) Filing,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,8)Grinding machine,949,What is the main purpose of a grinding machine?,,A) Joining metals,B) Removing material with high precision,C) Heating metals,D) Measuring dimensions,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,8)Grinding machine,950,Which abrasive material is commonly used in grinding wheels?,,A) Copper,B) Silicon carbide,C) Rubber,D) Wood,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,8)Grinding machine,951,What is the function of a coolant in grinding?,,A) Increase friction,B) Reduce heat and improve surface finish,C) Stop the machine,D) Increase vibration,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,8)Grinding machine,952,Which type of grinding machine is used for finishing flat surfaces?,,A) Cylindrical grinder,B) Surface grinder,C) Tool and cutter grinder,D) Bench grinder,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,8)Grinding machine,953,What safety precaution should be taken before using a grinding machine?,,A) Remove the wheel guard,B) Check the grinding wheel for cracks,C) Increase speed suddenly,D) Use without goggles,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,8)Grinding machine,954,What is meant by “grit size” of a grinding wheel?,,A) Speed of the wheel,B) Size of abrasive particles,C) Thickness of the wheel,D) Diameter of the wheel,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,8)Grinding machine,955,Which grinding machine is commonly used in workshops for tool sharpening?,,A) Surface grinder,B) Cylindrical grinder,C) Bench grinder,D) Centreless grinder,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,8)Grinding machine,956,What does the bond in a grinding wheel do?,,A) Increases speed,B) Holds abrasive grains together,C) Reduces heat,D) Changes color,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,8)Grinding machine,957,Which defect occurs due to excessive heat during grinding?,,A) Corrosion,B) Burning of workpiece,C) Expansion joint,D) Welding,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,8)Grinding machine,958,What type of grinding is used for finishing round objects like shafts?,,A) Surface grinding,B) Cylindrical grinding,C) Internal grinding,D) Form grinding,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"9)Sheet Metal
Sheet metal tools, Instruments and Equipment. 
Care andmaintenance of tools.",959,Which tool is commonly used for cutting sheet metal in straight lines?,,A) Ball peen hammer,B) Mallet,C) Snips,D) File,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"9)Sheet Metal
Sheet metal tools, Instruments and Equipment. 
Care andmaintenance of tools.",960,Which type of snip is used for cutting curves to the left?,,A) Straight snip,B) Right-hand snip,C) Left-hand snip,D) Aviation snip,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"9)Sheet Metal
Sheet metal tools, Instruments and Equipment. 
Care andmaintenance of tools.",961,A mallet is generally made of:,,A) Steel,B) Wood or rubber,C) Iron,D) Brass,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"9)Sheet Metal
Sheet metal tools, Instruments and Equipment. 
Care andmaintenance of tools.",962,Which instrument is used for measuring the thickness of sheet metal?,,A) Steel rule,B) Try square,C) Divider,D) Micrometer,D,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"9)Sheet Metal
Sheet metal tools, Instruments and Equipment. 
Care andmaintenance of tools.",963,The tool used to mark circles or arcs on sheet metal is:,,A) Punch,B) Divider,C) File,D) Hammer,B,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"9)Sheet Metal
Sheet metal tools, Instruments and Equipment. 
Care andmaintenance of tools.",964,Which of the following is used for making holes in sheet metal?,,A) Chisel,B) Snips,C) Punch,D) File,C,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"9)Sheet Metal
Sheet metal tools, Instruments and Equipment. 
Care andmaintenance of tools.",965,The main purpose of a file in sheet metal work is to:,,A) Smooth edges,B) Cut metal,C) Join metal,D) Bend metal,A,
theory,I,REFRIGERATION AND AIR CONDITIONING TECHNICIAN THEORY QUESTION BANK,2026-09,"9)Sheet Metal
Sheet metal tools, Instruments and Equipment. 
Care andmaintenance of tools.",966,Which equipment is used for bending sheet metal accurately?,,A) Anvil,B) Folding machine,C) Hammer,D) Punch,B,
